direction,signal_bar,signal_timestamp_utc,entry_bar,entry_timestamp_utc,entry_price,stop_price,tp_price,exit_bar,exit_timestamp_utc,exit_price,exit_reason,bars_held,units,notional_entry,notional_exit,cost_entry,cost_exit,cost_total,gross_pnl,net_pnl,r_multiple,equity_before,equity_after,return_frac,atr_at_entry,stop_distance_atr
long,535,2024-11-25 07:00:00+00:00,536,2024-11-25 11:00:00+00:00,120.4000015258789,106.30057849922581,162.69827060583822,626,2025-01-28 11:00:00+00:00,135.60000610351562,time_stop,90,35.46244403439885,4269.678315853017,4808.707627510065,25.618069895118104,28.852245765060392,54.4703156601785,539.0293116570484,484.55899599686995,1.078058623314097,100000.0,100484.55899599686,0.004845589959968699,2.799419974895287,5.036551554641418
long,535,2024-11-25 07:00:00+00:00,536,2024-11-25 11:00:00+00:00,27.65999984741211,24.69854837799378,36.544354255667095,626,2025-01-28 11:00:00+00:00,27.139999389648438,time_stop,90,168.83612821729176,4670.007280727941,4582.212416767904,28.020043684367646,27.493274500607424,55.51331818497507,-87.79486396003772,-143.30818214501278,-0.17558972792007543,100000.0,99856.69181785498,-0.0014330818214501279,0.6614522323577834,4.47719627290707
long,535,2024-11-25 07:00:00+00:00,536,2024-11-25 11:00:00+00:00,275.75,251.37733587013165,348.8679923896051,626,2025-01-28 11:00:00+00:00,279.75,time_stop,90,20.51478645648988,5656.952365377084,5739.0115112030435,33.9417141922625,34.43406906721826,68.37578325948076,82.05914582595952,13.683362566478756,0.16411829165191902,100000.0,100013.68336256647,0.00013683362566478755,5.122664129868355,4.757810294014864
long,537,2024-11-26 07:00:00+00:00,538,2024-11-26 11:00:00+00:00,100.19999694824219,90.10381642411188,130.48853852063309,623,2025-01-27 07:00:00+00:00,130.48853852063309,take_profit,85,49.523678662933825,4962.272450891696,6462.272450891695,29.77363470535018,38.773634705350176,68.54726941070035,1499.9999999999993,1431.452730589299,2.9999999999999987,100000.0,101431.4527305893,0.01431452730589299,2.346180524130303,4.303241127565331
long,540,2024-11-27 11:00:00+00:00,541,2024-11-28 07:00:00+00:00,30.34000015258789,25.57003409983416,44.64989831084908,631,2025-01-31 07:00:00+00:00,30.899999618530273,time_stop,90,104.82254893854999,3180.3161507902582,3239.0167222145656,19.08189690474155,19.434100333287393,38.515997238028945,58.70057142430728,20.184574186278336,0.11740114284861455,100000.0,100020.18457418628,0.00020184574186278337,0.7299651372263868,6.534512142426335
long,543,2024-11-29 07:00:00+00:00,544,2024-11-29 11:00:00+00:00,12.390000343322754,11.535014842493318,14.954956845811061,613,2025-01-20 07:00:00+00:00,14.954956845811061,take_profit,69,584.8052388197714,7245.737109753913,8745.737109753913,43.47442265852348,52.47442265852348,95.94884531704696,1500.0000000000002,1404.0511546829532,3.0,100000.0,101404.05115468295,0.014040511546829532,0.3049853100945734,2.803366170535597
long,543,2024-11-29 07:00:00+00:00,544,2024-11-29 11:00:00+00:00,247.60000610351562,206.30791086637782,371.476291814929,634,2025-02-03 11:00:00+00:00,272.25,time_stop,90,12.108855148389365,2998.1526086477934,3296.6358141490045,17.98891565188676,19.779814884894027,37.76873053678079,298.4832055012113,260.71447496443045,0.5969664110024224,100000.0,100260.71447496444,0.0026071447496443046,7.592083030106545,5.438836097207214
long,545,2024-12-02 07:00:00+00:00,546,2024-12-02 11:00:00+00:00,25.979999542236328,24.281771856695876,31.074682598857684,595,2025-01-07 07:00:00+00:00,24.281771856695876,stop,49,294.4245958638212,7649.15086576519,7149.15086576519,45.89490519459114,42.89490519459114,88.78981038918228,-500.00000000000006,-588.7898103891823,-1.0,100000.0,99411.21018961082,-0.005887898103891823,0.4182289062435779,4.060522025589973
long,547,2024-12-03 07:00:00+00:00,548,2024-12-03 11:00:00+00:00,14.050000190734863,13.171316789207069,16.686050395318247,572,2024-12-19 11:00:00+00:00,13.171316789207069,stop,24,569.0331684092748,7994.916124684775,7494.916124684775,47.969496748108654,44.969496748108654,92.93899349621731,-500.00000000000006,-592.9389934962173,-1.0,100000.0,99407.06100650378,-0.005929389934962173,0.2586835159687123,3.396750651997753
long,547,2024-12-03 07:00:00+00:00,548,2024-12-03 11:00:00+00:00,63.25,57.181654761505726,81.45503571548282,638,2025-02-05 11:00:00+00:00,64.05000305175781,time_stop,90,82.3947847970601,5211.470138414051,5277.386217700628,31.268820830484305,31.664317306203767,62.93313813668807,65.91607928657629,2.982941149888223,0.13183215857315259,100000.0,100002.9829411499,2.982941149888223e-05,1.5183460014337236,3.9966814104058876
long,547,2024-12-03 07:00:00+00:00,548,2024-12-03 11:00:00+00:00,495.0,462.0356787033912,593.8929638898263,638,2025-02-05 11:00:00+00:00,575.0,time_stop,90,15.167914288332028,7508.1175727243535,8721.550715790916,45.048705436346125,52.3293042947455,97.37800973109162,1213.4331430665623,1116.0551333354706,2.4268662861331247,100000.0,101116.05513333547,0.011160551333354706,8.71432129660878,3.782775522568464
long,553,2024-12-06 07:00:00+00:00,554,2024-12-06 11:00:00+00:00,22.610000610351562,19.134919724763154,33.03524326711678,589,2025-01-02 07:00:00+00:00,17.6200008392334,stop,35,143.88154303790802,3253.1617759054247,2535.1929090781355,19.51897065543255,15.211157454468813,34.730128109901365,-717.9688668272893,-752.6989949371906,-1.4359377336545784,100000.0,99247.3010050628,-0.007526989949371906,0.545080580412628,6.375352581737106
long,554,2024-12-06 11:00:00+00:00,555,2024-12-09 07:00:00+00:00,98.44999694824219,86.74699612177587,133.55899942764114,645,2025-02-11 07:00:00+00:00,96.3499984741211,time_stop,90,42.72408482354804,4206.186020494745,4116.465507557074,25.237116122968473,24.69879304534244,49.935909168310914,-89.72051293767106,-139.65642210598196,-0.17944102587534214,100000.0,99860.34357789402,-0.0013965642210598196,1.8530023523452293,6.315696691725494
